lat,lon,rssi,snr
46.798999,-71.225851,,
46.798999,-71.225851,,
46.7989725,-71.22588583333334,,
46.7989725,-71.22588583333334,-57.0,10.25
46.798962833333334,-71.2258995,,
46.798962833333334,-71.2258995,,
46.798953166666664,-71.22592016666667,,
46.798953166666664,-71.22592016666667,-55.0,12.0
46.798948,-71.2259405,,
46.798948,-71.2259405,-58.0,9.5
46.798946,-71.22594416666666,,
46.798946,-71.22594416666666,-61.0,8.5
46.7989455,-71.22594483333333,,
46.7989455,-71.22594483333333,-60.0,8.5
46.798942833333335,-71.22594666666667,,
46.798942833333335,-71.22594666666667,,
46.79894566666667,-71.22594433333333,-58.0,8.25
46.79894566666667,-71.22594433333333,,
46.798943333333334,-71.22594516666666,,
46.798943333333334,-71.22594516666666,-62.0,8.75
46.7989415,-71.225948,,
46.7989415,-71.225948,-82.0,5.5
46.798938666666665,-71.225951,,
46.798938666666665,-71.225951,-62.0,8.25
46.798932666666666,-71.225967,,
46.798932666666666,-71.225967,,
46.7989225,-71.22599116666666,-73.0,7.75
46.7989225,-71.22599116666666,,
46.798915,-71.226008,,
46.798915,-71.226008,-70.0,8.5
46.798910166666666,-71.22602083333334,,
46.798910166666666,-71.22602083333334,-72.0,7.5
46.79890366666667,-71.22603683333334,,
46.79890366666667,-71.22603683333334,-68.0,8.5
46.798895333333334,-71.2260565,,
46.798895333333334,-71.2260565,,
46.79888616666667,-71.2260755,-76.0,8.0
46.79888616666667,-71.2260755,,
46.798875,-71.22610233333333,,
46.798875,-71.22610233333333,-79.0,8.0
46.798866833333335,-71.22612183333334,,
46.798866833333335,-71.22612183333334,-85.0,7.75
46.798856,-71.226135,,
46.798856,-71.226135,-76.0,7.5
46.798845666666665,-71.22616033333334,,
46.798845666666665,-71.22616033333334,-78.0,8.25
46.79884116666667,-71.226176,,
46.79884116666667,-71.226176,,
46.7988365,-71.22619166666667,,
46.7988365,-71.22619166666667,-85.0,6.75
46.798829833333336,-71.226213,,
46.798829833333336,-71.226213,-79.0,7.5
46.798820166666665,-71.22623183333333,,
46.798820166666665,-71.22623183333333,-87.0,6.75
46.7988085,-71.22624966666666,,
46.7988085,-71.22624966666666,-76.0,8.5
46.798799333333335,-71.22626666666666,,
46.798799333333335,-71.22626666666666,,
46.798794666666666,-71.22627866666667,,
46.798794666666666,-71.22627866666667,-77.0,8.25
46.79878733333334,-71.22629466666666,,
46.79878733333334,-71.22629466666666,-81.0,8.0
46.798776,-71.22630416666667,,
46.798776,-71.22630416666667,-82.0,7.75
46.79877283333333,-71.22631116666666,,
46.79877283333333,-71.22631116666666,-78.0,8.5
46.798761166666665,-71.22633366666666,,
46.798761166666665,-71.22633366666666,,
46.798754333333335,-71.22634566666666,-77.0,7.75
46.798754333333335,-71.22634566666666,,
46.79875033333333,-71.226362,,
46.79875033333333,-71.226362,-82.0,7.5
46.7987415,-71.226377,,
46.7987415,-71.226377,-80.0,8.0
46.798726333333335,-71.22640166666666,,
46.798726333333335,-71.22640166666666,-79.0,7.75
46.798717,-71.22640766666666,,
46.798717,-71.22640766666666,,
46.79870016666667,-71.22642733333333,-81.0,8.5
46.79870016666667,-71.22642733333333,,
46.798699666666664,-71.2264355,,
46.798699666666664,-71.2264355,-84.0,8.0
46.798698333333334,-71.22645666666666,,
46.798698333333334,-71.22645666666666,-79.0,7.75
46.798695,-71.22647566666667,,
46.798695,-71.22647566666667,-78.0,7.75
46.798683,-71.22648366666667,,
46.798683,-71.22648366666667,,
46.79867483333334,-71.22650333333333,-81.0,8.5
46.79867483333334,-71.22650333333333,,
46.798665666666665,-71.2265135,,
46.798665666666665,-71.2265135,-86.0,8.0
46.79865433333333,-71.22652366666667,,
46.79865433333333,-71.22652366666667,,
46.79864533333333,-71.22653316666667,,
46.79864533333333,-71.22653316666667,,
46.79863183333333,-71.22654266666666,,
46.79863183333333,-71.22654266666666,,
46.79862216666667,-71.226555,,
46.79862216666667,-71.226555,,
46.7986145,-71.22657933333333,,
46.7986145,-71.22657933333333,,
46.798608333333334,-71.2265955,,
46.798608333333334,-71.2265955,,
46.798596333333336,-71.2266145,,
46.798596333333336,-71.2266145,,
46.79858566666667,-71.22663133333333,,
46.79858566666667,-71.22663133333333,,
46.798574,-71.226647,,
46.798574,-71.226647,,
46.79856766666666,-71.22665933333333,,
46.79856766666666,-71.22665933333333,,
46.79855966666667,-71.22667933333334,,
46.79855966666667,-71.22667933333334,,
46.798549,-71.22669783333333,,
46.798549,-71.22669783333333,,
46.798541,-71.22671516666666,,
46.798541,-71.22671516666666,,
46.798531,-71.22672816666666,,
46.798531,-71.22672816666666,,
46.798518666666666,-71.22674033333334,,
46.798518666666666,-71.22674033333334,,
46.798505,-71.22675966666667,,
46.798505,-71.22675966666667,,
46.798498333333335,-71.22677466666667,,
46.79812883333334,-71.2274005,-91.0,6.75
46.79812883333334,-71.2274005,,
46.79812866666666,-71.22740033333334,,
46.79812866666666,-71.22740033333334,-90.0,8.25
46.79812533333333,-71.22739366666667,,
46.79812533333333,-71.22739366666667,-95.0,6.5
46.79811733333333,-71.22740916666666,,
46.79811733333333,-71.22740916666666,-92.0,8.25
46.79810633333334,-71.22743066666666,,
46.79810633333334,-71.22743066666666,,
46.798098,-71.22745016666667,-96.0,4.5
46.798098,-71.22745016666667,,
46.798091166666666,-71.22747066666666,-96.0,4.25
46.798091166666666,-71.22747066666666,,
46.79808516666667,-71.22749016666667,,
46.79808516666667,-71.22749016666667,-96.0,6.25
46.79808,-71.2275125,,
46.79808,-71.2275125,-105.0,-2.75
46.798074166666666,-71.227534,,
46.798074166666666,-71.227534,,
46.79806716666667,-71.22755133333334,-103.0,-1.25
46.79806716666667,-71.22755133333334,,
46.798058,-71.227569,-98.0,1.75
46.798058,-71.227569,,
46.798047833333335,-71.22758966666666,,
46.798047833333335,-71.22758966666666,-95.0,4.75
46.798042,-71.2276095,,
46.798042,-71.2276095,-98.0,7.25
46.798035,-71.22762716666666,,
46.798035,-71.22762716666666,,
46.798028333333335,-71.2276425,-94.0,8.75
46.798028333333335,-71.2276425,,
46.7980195,-71.22766116666666,-90.0,6.5
46.7980195,-71.22766116666666,,
46.79801,-71.22766983333334,,
46.79801,-71.22766983333334,-92.0,3.0
46.7980005,-71.22768466666666,-99.0,2.0
46.7980005,-71.22768466666666,,
46.797991,-71.227701,,
46.797991,-71.227701,-91.0,5.0
46.7979815,-71.22772183333333,,
46.7979815,-71.22772183333333,,
46.797973999999996,-71.22773783333334,-93.0,9.0
46.797973999999996,-71.22773783333334,,
46.79796266666666,-71.22775633333333,,
46.79796266666666,-71.22775633333333,-101.0,-0.75
46.797954,-71.22776833333333,,
46.797954,-71.22776833333333,-97.0,3.0
46.79794166666667,-71.2277865,,
46.79794166666667,-71.2277865,-100.0,2.25
46.79793466666667,-71.2277985,,
46.79793466666667,-71.2277985,,
46.79791783333334,-71.22782333333333,-96.0,0.75
46.79791783333334,-71.22782333333333,,
46.797914,-71.22783466666667,,
46.797914,-71.22783466666667,-97.0,3.5
46.7979035,-71.2278635,,
46.7979035,-71.2278635,-99.0,1.5
46.79790166666667,-71.22787666666666,,
46.79790166666667,-71.22787666666666,-101.0,1.25
46.79788933333333,-71.227902,,
46.79788933333333,-71.227902,,
46.79787866666667,-71.22792066666666,-105.0,-3.5
46.79787866666667,-71.22792066666666,,
46.79786933333333,-71.22793933333334,-101.0,-0.75
46.79786933333333,-71.22793933333334,,
46.797859,-71.22795633333334,,
46.797859,-71.22795633333334,-110.0,-10.25
46.79784883333333,-71.22797216666666,,
46.79784883333333,-71.22797216666666,-109.0,-7.75
46.797837,-71.22798916666666,,
46.797837,-71.22798916666666,,
46.797828,-71.2280055,-101.0,1.5
46.797828,-71.2280055,,
46.79781716666667,-71.22801966666667,,
46.79781716666667,-71.22801966666667,-99.0,-0.25
46.79780733333333,-71.22803816666666,,
46.79780733333333,-71.22803816666666,-107.0,-12.75
46.797797333333335,-71.22805233333334,,
46.797797333333335,-71.22805233333334,-105.0,-5.75
46.7977905,-71.2280705,,
46.7977905,-71.2280705,,
46.79778116666667,-71.228089,-104.0,-3.75
46.79778116666667,-71.228089,,
46.797769833333334,-71.22810816666667,-100.0,-1.0
46.797769833333334,-71.22810816666667,,
46.79775933333333,-71.22812666666667,,
46.79775933333333,-71.22812666666667,-109.0,-12.5
46.7977485,-71.228143,,
46.7977485,-71.228143,-104.0,-5.25
46.797739,-71.22816116666667,,
46.797739,-71.22816116666667,-104.0,-4.0
46.797729833333335,-71.22817916666666,,
46.797729833333335,-71.22817916666666,,
46.79771933333333,-71.228197,-104.0,-5.5
46.79771933333333,-71.228197,,
46.79770833333333,-71.22821316666666,,
46.79770833333333,-71.22821316666666,-97.0,0.25
46.7976975,-71.22822933333333,,
46.7976975,-71.22822933333333,-102.0,-3.75
46.797684,-71.2282425,,
46.797684,-71.2282425,-100.0,-2.0
46.7976725,-71.2282585,,
46.7976725,-71.2282585,,
46.79766516666667,-71.22827916666667,-102.0,-0.75
46.79766516666667,-71.22827916666667,,
46.79765616666667,-71.22829533333334,,
46.79765616666667,-71.22829533333334,-101.0,-3.5
46.797645,-71.22831116666667,,
46.797645,-71.22831116666667,-105.0,-7.0
46.79763366666667,-71.2283265,,
46.79763366666667,-71.2283265,-93.0,3.5
46.797621666666664,-71.228342,,
46.797621666666664,-71.228342,,
46.79761033333333,-71.22836033333333,-100.0,-1.25
46.79761033333333,-71.22836033333333,,
46.79759833333333,-71.2283805,-114.0,-14.5
46.79759833333333,-71.2283805,,
46.797587666666665,-71.22840383333333,,
46.797587666666665,-71.22840383333333,-102.0,-1.75
46.79757516666667,-71.22842,,
46.79757516666667,-71.22842,-104.0,-6.25
46.797563,-71.22844083333334,,
46.797563,-71.22844083333334,,
46.797549333333336,-71.22845783333334,-104.0,-7.5
46.797549333333336,-71.22845783333334,,
46.79753633333333,-71.2284755,,
46.79753633333333,-71.2284755,-101.0,-4.0
46.797528,-71.22849833333333,,
46.797528,-71.22849833333333,-99.0,2.25
46.797516,-71.2285165,,
46.797516,-71.2285165,-99.0,-4.25
46.797501833333335,-71.22853233333333,,
46.797501833333335,-71.22853233333333,,
46.797487833333335,-71.22854983333333,-104.0,-6.0
46.797487833333335,-71.22854983333333,,
46.797475666666664,-71.22856716666666,-96.0,0.25
46.797475666666664,-71.22856716666666,,
46.79746383333333,-71.22858633333334,,
46.79746383333333,-71.22858633333334,-107.0,-7.0
46.797453833333336,-71.22860766666666,,
46.797453833333336,-71.22860766666666,-106.0,-9.25
46.79744483333333,-71.22862916666666,,
46.79744483333333,-71.22862916666666,-105.0,-8.5
46.797435,-71.2286475,,
46.797435,-71.2286475,,
46.79742316666667,-71.228665,-99.0,-1.25
46.79742316666667,-71.228665,,
46.7974125,-71.22867766666667,,
46.7974125,-71.22867766666667,-99.0,-4.0
46.7974045,-71.228697,,
46.7974045,-71.228697,-100.0,-4.5
46.79739566666667,-71.22871583333334,,
46.79739566666667,-71.22871583333334,-105.0,-8.5
46.7973855,-71.22873316666667,,
46.7973855,-71.22873316666667,,
46.797375333333335,-71.2287515,-108.0,-8.5
46.797375333333335,-71.2287515,,
46.797365166666665,-71.22876666666667,,
46.797365166666665,-71.22876666666667,-100.0,-3.5
46.79735433333333,-71.22878333333334,,
46.79735433333333,-71.22878333333334,-103.0,-4.25
46.797342666666665,-71.22879933333333,,
46.797342666666665,-71.22879933333333,-100.0,-3.5
46.7973305,-71.22881,,
46.7973305,-71.22881,,
46.797322666666666,-71.22882933333334,-99.0,1.0
46.797322666666666,-71.22882933333334,,
46.797314666666665,-71.22884783333333,-106.0,-8.0
46.797314666666665,-71.22884783333333,,
46.797303666666664,-71.22886616666666,,
46.797303666666664,-71.22886616666666,-114.0,-16.75
46.7972895,-71.228873,,
46.7972895,-71.228873,-113.0,-13.25
46.797281,-71.22889416666666,,
46.797281,-71.22889416666666,,
46.797276,-71.22891783333333,-110.0,-14.5
46.797276,-71.22891783333333,,
46.79726683333333,-71.22894083333334,-101.0,-2.25
46.79726683333333,-71.22894083333334,,
46.79726016666667,-71.22896266666666,,
46.79726016666667,-71.22896266666666,-106.0,-5.0
46.797249,-71.22898533333333,,
46.797249,-71.22898533333333,-106.0,-9.0
46.79724133333333,-71.22900633333333,,
46.79724133333333,-71.22900633333333,,
46.79722683333333,-71.22902433333333,-107.0,-6.5
46.79722683333333,-71.22902433333333,,
46.7972115,-71.22903766666667,-103.0,-7.0
46.7972115,-71.22903766666667,,
46.79720316666667,-71.229058,,
46.79720316666667,-71.229058,-104.0,-3.25
46.797194,-71.22908016666666,,
46.797194,-71.22908016666666,-98.0,-0.5
46.797183,-71.22909766666666,,
46.797183,-71.22909766666666,-106.0,-8.75
46.797173666666666,-71.229117,,
46.797173666666666,-71.229117,,
46.7971555,-71.2291295,-99.0,-3.0
46.7971555,-71.2291295,,
46.797148666666665,-71.22915466666667,,
46.797148666666665,-71.22915466666667,-108.0,-6.75
46.797139666666666,-71.22916916666667,,
46.797139666666666,-71.22916916666667,-105.0,-8.25
46.797128666666666,-71.22918883333334,,
46.797128666666666,-71.22918883333334,-103.0,0.5
46.797117666666665,-71.229205,,
46.797117666666665,-71.229205,,
46.79710983333333,-71.22922683333333,-102.0,-3.75
46.79710983333333,-71.22922683333333,,
46.79710166666667,-71.229246,,
46.79710166666667,-71.229246,-103.0,-4.25
46.797091333333334,-71.2292645,,
46.797091333333334,-71.2292645,-106.0,-6.5
46.797082,-71.22928116666667,,
46.797082,-71.22928116666667,-106.0,-7.0
46.797071333333335,-71.22929766666667,,
46.797071333333335,-71.22929766666667,,
46.79706066666667,-71.22931366666667,-101.0,-2.75
46.79706066666667,-71.22931366666667,,
46.79705366666666,-71.229336,-97.0,0.25
46.79705366666666,-71.229336,,
46.797044666666665,-71.22935566666666,,
46.797044666666665,-71.22935566666666,-96.0,0.0
46.7970365,-71.2293735,,
46.7970365,-71.2293735,-99.0,-1.75
46.797025,-71.22938666666667,,
46.797025,-71.22938666666667,,
46.797016,-71.2294035,-97.0,-0.25
46.797016,-71.2294035,,
46.7970085,-71.2294235,-100.0,-2.75
46.7970085,-71.2294235,,
46.79700066666667,-71.22944316666667,,
46.79700066666667,-71.22944316666667,-101.0,-3.75
46.79699033333333,-71.22946133333333,,
46.79699033333333,-71.22946133333333,-105.0,-6.0
46.79698033333333,-71.2294775,,
46.79698033333333,-71.2294775,,
46.79696783333333,-71.229494,-108.0,-10.5
46.79696783333333,-71.229494,,
46.79695616666667,-71.22950883333333,-112.0,-12.5
46.79695616666667,-71.22950883333333,,
46.79694533333333,-71.2295275,,
46.79694533333333,-71.2295275,-113.0,-15.0
46.796936333333335,-71.2295465,,
46.796936333333335,-71.2295465,-108.0,-9.75
46.79692633333333,-71.22956433333333,,
46.79692633333333,-71.22956433333333,-106.0,-8.5
46.79691483333333,-71.22958133333333,,
46.79691483333333,-71.22958133333333,,
46.79690633333333,-71.22960233333333,-105.0,-7.75
46.79690633333333,-71.22960233333333,,
46.79689666666667,-71.229619,,
46.79689666666667,-71.229619,-102.0,-4.0
46.796886666666666,-71.2296375,,
46.796886666666666,-71.2296375,-107.0,-8.0
46.79687633333333,-71.22965533333333,,
46.79687633333333,-71.22965533333333,-102.0,-4.5
46.7968625,-71.22967083333333,,
46.7968625,-71.22967083333333,,
46.79684983333333,-71.2296875,-102.0,-6.0
46.79684983333333,-71.2296875,,
46.79683966666666,-71.22970466666666,,
46.79683966666666,-71.22970466666666,-101.0,-3.75
46.79682783333333,-71.22972283333333,,
46.79682783333333,-71.22972283333333,-102.0,-5.75
46.79681766666667,-71.2297425,,
46.79681766666667,-71.2297425,-108.0,-11.0
46.79680616666667,-71.22975916666667,,
46.79680616666667,-71.22975916666667,,
46.796796,-71.22977733333333,-109.0,-9.5
46.796796,-71.22977733333333,,
46.796782666666665,-71.2297945,-107.0,-7.5
46.796782666666665,-71.2297945,,
46.79677183333333,-71.22981066666667,,
